distance,numwall,etage,frequence,pathloss
8.83,0,0,4949.4,133.16
14.75,2,2,5797.8,183.13
22.44,3,0,846.0,130.24
62.3,5,2,949.0,184.5
2.37,0,0,2393.0,109.47
28.34,1,3,2371.2,178.25
16.93,2,0,5021.5,159.51
8.52,2,0,4984.6,149.83
8.59,1,1,2427.2,146.22
11.52,2,2,5090.9,184.43
9.58,0,0,2467.8,136.55
15.83,3,1,1821.6,155.67
22.37,0,1,2362.6,148.12
5.74,1,0,2487.7,126.07
7.41,2,0,1839.8,120.99
32.94,4,2,2469.6,200.46
22.74,3,2,2406.9,188.26
36.71,6,1,4988.5,196.77
13.43,1,1,5780.6,163.92
6.34,1,0,2505.0,134.39
23.65,1,2,1800.4,174.26
19.42,6,2,4885.9,201.95
28.63,3,1,1864.8,168.89
17.82,4,1,5045.0,188.48
7.34,2,0,2346.5,134.16
20.91,4,0,2308.8,150.24
30.47,10,2,2331.5,209.03
91.68,7,2,4910.7,227.57
31.64,0,2,2377.7,173.16
71.87,4,1,2428.9,185.39
11.6,1,1,2462.3,157.68
39.53,3,0,2299.6,160.14
8.65,1,1,2343.4,151.87
59.9,1,0,925.0,140.72
14.6,0,2,4915.5,178.84
16.18,3,0,1820.5,143.64
12.47,3,0,4979.5,159.43
5.81,2,0,2379.1,136.03
62.94,7,1,4993.7,205.22
2.72,1,0,2325.7,111.29
3.64,0,0,2341.7,113.17
54.96,5,3,4965.8,234.44
13.68,3,0,4959.4,158.37
13.78,0,2,5075.3,178.2
2.9,0,0,5814.9,126.5
16.36,5,0,2437.9,162.82
20.12,2,2,2404.8,180.23
27.21,3,2,5769.1,204.04
12.21,1,0,2405.0,133.63
17.38,3,1,5790.1,181.63
7.06,1,0,5866.1,141.88
6.17,3,0,1788.1,130.83
7.56,3,0,2384.9,134.16
45.47,5,3,2460.0,225.1
49.93,8,1,837.1,186.07
2.3,0,0,880.7,97.66
5.29,1,0,905.7,110.32
3.11,3,0,2441.8,130.74
43.05,3,3,1883.3,207.0
7.14,0,1,2376.0,150.51
7.93,3,1,2482.9,148.98
35.47,4,3,2341.9,204.53
12.32,2,1,5762.0,168.38
33.33,4,1,5043.3,187.27
8.23,1,0,4955.7,136.31
20.85,4,0,1879.0,141.61
6.88,0,0,2435.3,120.62
43.01,7,2,2471.9,211.42
3.26,1,0,5061.2,133.37
17.3,1,1,2399.8,160.93
31.49,8,1,5783.9,218.94
15.93,1,0,5856.8,155.68
10.48,3,1,2421.6,150.27
9.35,1,0,2324.2,131.05
5.3,1,0,2467.6,121.38
7.52,1,0,1831.0,132.1
16.79,2,1,1908.7,156.61
6.35,2,0,4946.9,144.39
3.95,1,0,4969.2,130.45
45.46,4,2,2396.3,198.48
6.51,2,0,923.7,110.35
2.53,3,1,2375.7,145.3
2.34,0,0,2458.4,108.96
15.28,4,2,4973.8,195.96
7.55,1,1,4994.8,163.23
4.24,1,0,2445.8,123.78
43.83,8,1,1796.6,196.23
3.75,0,0,5738.6,127.91
16.82,0,1,2353.2,157.32
11.81,2,2,4879.8,181.47
9.42,4,0,5009.0,159.46
30.52,3,2,5073.5,195.54
7.7,1,0,4988.8,142.24
15.4,5,0,2412.8,155.99
3.9,1,0,2338.6,120.56
23.3,6,0,5009.0,174.15
46.21,8,2,4929.7,226.07
3.54,0,0,5789.8,128.39
3.86,0,0,5044.5,133.27
46.42,4,1,1871.1,183.55
33.79,3,1,2319.5,173.69
11.6,0,0,4989.8,146.31
12.43,0,0,4910.9,141.39
10.29,1,0,901.9,103.39
12.38,3,1,2427.1,158.45
29.83,3,0,5777.7,165.97
70.41,2,1,2415.2,185.33
13.49,1,1,2462.9,149.69
7.26,2,0,2429.5,131.14
16.73,2,0,1806.9,141.82
11.53,4,1,5016.2,177.22
3.41,0,0,916.2,99.12
34.62,6,0,1881.6,167.96
11.47,1,0,5104.6,144.84
19.05,3,2,2447.3,171.84
10.14,3,1,2384.4,157.69
75.23,1,0,913.8,135.78
8.8,1,1,939.7,131.57
16.18,5,0,2363.5,155.53
5.18,1,0,5037.3,142.32
3.73,1,0,4960.2,140.07
5.34,2,0,2457.1,133.51
7.75,0,1,4966.8,152.54
52.37,10,1,5008.9,219.49
8.79,4,0,4961.6,158.75
4.11,1,0,4990.6,131.29
4.08,1,0,5029.5,125.52
11.13,1,0,909.9,122.0
7.45,2,0,2330.9,133.18
7.14,0,0,990.7,112.29
5.74,2,0,2332.1,125.3
19.83,2,1,1791.1,152.03
4.07,1,1,1796.3,136.71
20.1,5,2,1812.1,182.79
11.14,0,1,2396.3,145.11
7.36,1,0,5054.6,140.48
14.23,1,0,2412.7,133.33
2.23,0,0,4983.4,122.28
19.09,1,1,4922.0,164.91
7.71,1,1,2422.1,146.22
9.48,0,0,5771.0,138.97
27.76,4,2,4921.0,208.13
6.68,3,0,2373.4,135.95
27.62,4,2,2412.9,181.34
8.45,0,0,5844.6,150.61
11.42,1,1,2453.3,150.4
24.56,1,2,5093.2,185.71
4.27,0,0,889.3,93.41
35.12,5,2,1796.4,189.88
32.72,2,1,4900.3,176.12
7.99,1,0,2345.9,130.39
12.47,0,1,2477.9,150.38
8.77,0,0,4934.9,141.43
16.64,4,0,2447.2,147.44
9.83,4,1,4976.5,171.25
14.81,0,0,5835.8,154.77
11.03,1,2,2386.5,159.05
22.02,3,0,5781.5,170.44
11.21,3,0,889.8,127.16
11.22,2,1,2409.8,159.95
8.56,0,1,2435.5,135.52
35.57,6,3,2379.9,217.32
8.96,0,0,1738.2,125.3
25.25,3,1,5020.2,176.46
4.26,0,0,1745.8,108.69
28.1,4,3,5837.5,216.49
4.98,0,0,5027.9,131.48
14.11,1,1,1903.9,149.93
6.46,0,0,5816.1,139.92
3.28,1,0,2462.2,119.5
15.65,2,0,5762.3,162.06
11.74,1,0,5065.0,144.85
11.42,2,0,1847.3,135.47
61.88,6,1,5030.2,216.3
12.45,0,1,4956.2,156.33
19.44,2,2,878.0,155.34
31.02,4,0,2334.2,149.44
15.65,0,0,4965.8,145.72
10.27,2,1,2376.6,155.53
22.87,4,0,895.6,143.95
10.63,0,0,2390.0,130.88
20.57,5,1,2248.5,177.63
4.88,0,0,2413.2,113.27
8.8,2,0,2456.0,126.01
32.33,7,3,2386.2,212.88
28.72,2,4,922.6,199.76
38.09,4,2,800.0,167.51
22.11,6,2,5029.9,211.29
15.42,4,1,5032.3,176.46
21.96,2,1,5015.5,176.46
9.2,0,0,806.5,108.57
6.05,0,1,2474.1,137.04
41.11,8,0,1832.5,174.97
5.57,3,1,5025.5,156.08
10.71,2,0,2360.4,138.21
6.84,4,0,845.6,123.5
16.61,2,0,2460.6,146.05
13.77,2,0,1809.2,140.06
18.58,3,1,2410.9,169.5
11.56,3,0,1843.0,140.5
56.38,4,1,2392.4,183.64
11.73,0,2,2387.5,162.28
9.79,2,0,5016.5,147.53
8.63,1,0,2357.0,132.45
13.45,1,0,5030.7,145.38
11.97,3,1,2406.3,152.56
3.1,0,0,915.4,92.95
24.41,2,1,1851.1,156.17
8.71,1,0,5806.8,141.56
12.27,1,2,5003.9,170.55
6.49,0,1,5004.1,146.99
2.73,1,0,2364.3,116.23
6.61,2,0,4956.8,144.23
30.74,6,3,2298.5,211.44
6.19,4,1,907.8,134.45
10.28,1,1,2353.2,143.31
13.05,3,1,2450.0,154.02
28.05,1,1,4964.7,174.98
42.1,9,1,2446.9,206.33
4.71,1,0,1003.2,108.1
30.01,8,1,2419.7,189.87
14.87,0,2,2307.3,164.57
14.01,1,2,5016.6,185.85
11.83,1,0,4998.9,145.08
10.31,3,0,1900.5,136.25
40.82,1,2,2405.7,182.51
6.27,1,0,4967.2,133.25
2.75,1,0,4951.0,139.32
26.52,3,0,882.2,135.93
23.21,4,1,4956.0,188.28
18.55,6,2,5832.9,195.17
38.5,7,0,1817.3,175.41
60.94,4,2,919.3,179.47
9.87,3,0,2485.6,149.61
2.52,1,0,4948.7,115.38
36.18,2,2,1770.4,178.43
34.94,10,3,5791.3,245.84
68.5,1,1,5806.4,190.85
12.31,0,1,5000.9,155.77
13.28,6,0,2370.1,159.54
7.74,1,0,2293.1,124.7
5.9,3,1,4894.7,159.71
25.04,1,1,5712.7,175.23
3.93,0,0,2458.6,117.94
9.32,1,0,885.9,102.1
13.98,1,2,2332.0,161.73
9.82,3,0,2373.1,141.36
23.13,1,1,5677.3,170.43
17.07,4,1,862.7,147.55
3.58,0,0,989.5,97.57
20.29,0,1,5766.9,163.31
9.55,2,0,1739.6,131.82
14.48,1,1,881.8,140.83
7.28,2,0,2353.8,129.83
14.17,1,1,2333.8,153.18
4.45,0,0,1758.0,117.52
11.4,1,0,2372.3,127.99
10.68,0,0,1889.0,134.18
7.78,2,1,4995.4,166.57
14.12,0,0,1808.4,122.52
9.38,1,0,4963.2,139.76
9.89,2,0,1762.4,131.93
10.31,3,0,2425.2,147.23
14.79,2,0,2430.2,134.34
22.05,2,1,2389.7,154.59
20.25,6,2,1795.7,190.16
7.08,1,0,5775.0,143.11
24.92,2,2,2416.6,178.31
25.9,5,4,2393.4,222.41
7.04,1,0,1851.9,121.35
8.72,1,0,873.1,111.63
39.32,6,1,2409.2,185.83
8.54,2,0,1806.4,127.47
5.92,2,0,2345.6,134.37
12.32,1,2,4940.6,174.11
13.16,4,1,2449.6,163.32
17.98,2,2,950.6,149.24
27.63,3,1,5011.0,181.13
34.96,3,0,2286.7,148.48
4.99,1,1,2411.6,141.41
17.36,3,0,869.9,134.18
26.3,1,3,2400.3,188.33
19.7,2,1,863.2,138.32
10.79,1,2,2474.1,167.1
41.7,3,0,2382.3,155.65
5.21,2,0,2368.7,142.33
8.49,1,0,1804.4,119.57
17.54,3,1,2472.7,156.33
16.5,4,0,2385.0,152.02
6.93,3,0,4959.9,149.41
26.47,2,0,4999.5,165.77
6.03,1,0,4977.5,141.19
6.6,0,1,2495.8,137.51
24.47,5,1,833.5,154.48
11.2,1,2,4933.5,183.45
11.35,1,1,5035.5,160.73
14.03,1,1,2392.6,144.97
11.44,2,2,1781.5,169.04
6.66,5,0,4935.7,152.13
6.78,1,0,4943.9,143.68
67.1,6,2,2346.2,209.5
9.67,2,0,2369.9,129.69
19.4,1,1,1898.4,154.32
30.86,4,3,1806.0,203.9
7.02,2,0,2390.2,137.57
15.27,4,1,1809.3,158.01
10.45,5,1,2407.0,158.36
4.64,1,0,5137.9,131.61
13.94,0,1,5726.2,165.34
5.95,2,0,5834.9,143.67
14.21,1,2,2378.9,163.64
6.37,3,1,5039.6,170.9
58.0,6,4,2367.3,233.1
21.21,4,2,5744.9,197.35
3.74,1,1,5738.0,145.55
13.16,2,0,800.0,119.42
8.94,1,0,2390.0,131.15
8.11,1,0,5005.1,131.94
8.01,4,0,4915.2,149.56
8.25,0,0,2443.9,135.08
10.28,2,1,1781.6,146.34
2.73,1,0,2475.3,122.38
7.07,1,1,5843.6,163.01
13.22,2,1,4882.9,165.01
4.31,0,1,872.8,118.5
2.88,0,0,5029.8,125.51
33.7,8,0,5026.0,199.18
6.41,2,0,2323.8,131.09
19.01,1,0,1046.8,128.66
27.71,3,2,4986.2,186.83
12.27,0,1,2370.1,148.29
7.48,0,0,5820.7,136.04
5.67,1,0,2305.0,119.28
10.14,1,2,1893.7,161.79
28.58,3,3,1830.4,201.75
5.43,0,0,884.5,99.8
5.54,3,0,1882.6,125.76
8.14,2,0,2392.9,129.91
17.04,6,1,5741.3,192.47
4.26,1,0,4980.9,134.43
15.98,5,0,2418.1,163.51
7.29,1,0,1803.7,124.38
3.21,0,1,5029.9,140.31
14.83,3,0,1855.8,145.17
13.93,1,2,5834.1,180.57
25.15,5,0,1840.1,149.69
28.72,3,3,2519.9,200.53
23.46,1,0,2496.5,141.19
29.42,5,4,2472.4,226.03
5.93,3,0,5809.3,155.91
8.2,3,0,5037.9,152.0
15.07,6,2,2420.6,188.35
5.48,1,1,2360.4,140.56
11.09,1,0,2397.3,136.21
9.42,1,0,2473.2,137.36
10.27,0,1,5735.3,160.3
7.5,0,0,922.9,111.99
47.39,2,3,5008.6,212.92
20.25,6,0,4955.6,176.2
7.78,2,0,946.0,114.91
3.45,0,1,1833.6,135.21
21.43,1,1,2415.6,162.12
100.0,4,0,2452.6,178.0
6.42,0,0,4929.2,141.17
15.41,3,2,5858.8,189.56
9.93,3,0,5037.1,162.49
3.88,1,0,2506.9,118.5
8.18,2,1,2405.0,145.55
10.09,1,0,5046.8,147.92
100.0,2,2,2434.0,199.15
20.76,2,2,1818.5,174.06
18.62,3,0,4926.2,166.64
9.4,2,0,2401.3,137.74
15.25,4,2,4930.2,187.65
27.35,2,1,2448.1,168.06
37.41,4,2,2404.7,189.64
15.56,1,2,2387.7,171.29
32.88,6,2,831.6,180.12
9.51,4,1,5035.4,172.9
43.97,4,0,955.5,148.16
3.3,0,1,4952.7,144.46
5.51,2,0,873.3,117.98
9.51,3,1,4915.3,168.61
17.35,1,2,2412.3,168.51
19.72,3,0,2427.5,151.62
9.32,0,0,4958.7,134.7
2.86,1,0,2478.5,121.77
4.52,0,0,2366.9,110.78
44.03,4,0,4937.2,181.33
12.79,1,1,5094.9,161.83
3.1,0,0,5021.4,128.58
11.54,1,1,2338.0,157.87
25.51,6,1,4992.9,188.38
14.3,2,1,4988.4,168.48
4.11,0,1,5034.5,147.15
8.15,2,0,1755.7,129.07
18.96,2,0,916.4,128.92
11.95,2,0,2421.9,140.58
16.73,3,2,1822.5,180.31
4.56,0,0,5002.8,128.65
8.04,3,0,2323.1,138.89
3.25,1,1,873.4,116.45
9.17,1,0,2364.1,122.82
13.74,1,0,2428.1,135.68
12.33,0,0,928.5,117.41
9.81,1,0,2321.7,133.33
6.42,1,0,5082.0,154.42
6.44,2,1,805.4,121.98
4.44,0,0,2457.8,116.75
12.04,0,1,2430.4,147.56
72.75,1,1,868.0,156.85
26.82,1,1,5020.3,178.25
17.23,3,1,2231.6,155.04
11.03,1,0,5072.7,144.83
11.9,0,1,2429.4,148.76
14.0,3,0,5011.4,157.72
21.84,3,1,5840.7,182.02
30.51,8,0,4967.8,186.25
10.94,0,0,2415.6,130.17
14.95,0,1,2390.7,149.62
7.75,1,1,2410.8,141.84
11.59,0,1,2325.9,137.94
8.41,4,0,5795.5,150.46
25.71,5,0,2335.8,164.39
8.23,2,1,1844.8,141.71
1.36,0,1,908.4,110.16
16.27,3,0,1770.7,135.96
7.28,2,1,858.6,126.73
5.7,0,0,2421.2,117.64
3.91,0,0,5094.3,124.25
11.08,2,1,5778.2,165.6
29.09,5,1,2294.9,174.16
23.64,2,2,2452.7,177.85
20.8,5,0,1828.4,154.37
6.29,2,0,5029.3,140.48
19.22,2,1,1775.7,159.95
41.44,9,1,5846.3,213.28
8.59,1,1,2407.3,139.75
18.46,1,1,888.3,132.36
10.25,0,1,2362.3,148.97
17.54,1,0,2493.8,143.11
42.76,3,1,1770.7,163.17
25.61,2,3,2405.6,188.36
13.95,4,0,1815.2,148.95
5.91,0,0,5788.1,136.79
2.84,0,0,5077.3,131.25
9.46,2,0,5054.4,142.21
9.28,1,0,5007.0,149.16
16.45,10,2,2390.3,206.59
7.19,4,0,932.6,127.98
16.66,2,0,4952.0,155.87
7.15,1,0,1808.5,126.95
15.3,1,0,5083.2,149.87
4.43,0,1,2441.9,135.98
15.88,2,2,2364.5,177.16
20.68,2,2,887.9,159.85
14.51,0,0,5876.8,147.13
24.16,3,1,2455.6,180.18
4.14,1,0,5057.4,137.08
8.4,1,0,4984.5,146.94
2.97,1,0,1825.5,120.8
5.52,4,0,2420.4,144.87
7.56,0,0,1878.4,132.21
15.1,3,1,5726.0,171.91
9.04,2,1,908.0,134.2
5.65,2,0,2364.1,130.09
12.08,1,1,4938.7,157.75
6.1,2,0,2385.9,138.31
18.66,5,1,4959.1,188.69
17.78,3,2,2429.8,179.49
19.94,2,1,5831.7,181.95
6.19,3,0,5019.2,141.21
36.54,4,0,5019.3,180.08
14.9,2,1,2478.4,166.62
33.15,6,4,2501.6,235.43
15.73,3,0,1763.4,129.88
30.14,4,1,1698.3,174.44
24.51,5,2,928.3,172.32
100.0,8,0,1838.6,201.27
3.65,0,0,2379.7,106.23
26.12,4,0,5074.5,173.41
14.89,2,1,1792.0,156.42
58.3,3,2,4948.5,207.59
25.37,5,1,1788.4,173.53
33.15,6,1,5090.4,202.6
16.17,3,0,5009.9,153.0
6.21,1,0,5009.4,133.42
11.08,2,0,2480.1,141.7
7.73,1,0,852.3,107.01
11.94,2,2,869.0,158.75
4.04,1,1,932.6,114.1
10.21,4,1,4920.2,170.14
11.55,5,0,873.5,136.95
4.02,0,0,859.0,94.27
16.88,6,2,1795.4,180.65
3.23,1,0,4944.9,121.92
18.12,1,2,4870.1,185.0
14.63,1,1,847.7,140.99
6.62,5,0,2381.2,140.4
14.89,1,0,2414.6,140.45
7.46,0,1,5757.9,158.62
53.48,5,2,2425.0,199.65
21.06,4,0,5817.8,172.52
18.99,4,0,1844.1,155.25
5.32,3,1,2356.2,144.83
64.76,10,3,2397.1,248.26
2.43,0,0,5067.9,126.9
13.58,3,1,5878.2,181.51
7.21,0,0,2383.6,125.4
1.88,0,1,5015.9,135.6
5.5,3,0,4939.5,143.62
15.38,2,1,4998.9,176.41
17.79,4,1,4990.4,176.91
15.01,7,2,860.4,178.17
33.79,2,1,5077.7,176.62
19.9,3,1,1783.4,154.64
23.64,2,1,2342.1,154.38
4.28,0,0,5781.1,138.4
8.06,1,0,2422.1,130.36
7.57,1,0,2368.8,134.95
5.17,0,0,2438.3,128.62
64.09,5,4,5029.2,251.48
7.8,2,0,1759.2,127.86
73.52,3,3,2371.9,213.28
11.51,0,0,2357.1,132.04
100.0,6,1,1814.8,206.03
12.3,1,2,2358.7,172.64
13.98,0,2,5047.7,172.65
3.35,0,1,891.0,112.89
36.63,6,2,2467.8,201.64
2.35,1,0,5019.9,127.43
13.94,1,2,4965.9,179.24
8.26,2,1,973.9,135.91
34.94,3,1,2228.2,173.75
14.38,2,1,1904.3,153.04
43.72,8,0,1754.3,175.35
4.54,0,0,2435.3,117.78
51.58,6,0,5747.9,195.49
17.58,5,0,2472.4,155.36
27.63,3,1,2355.8,170.76
6.97,4,0,5709.7,153.86
51.55,5,0,4990.0,192.9
5.93,1,1,5101.5,152.67
7.88,1,0,4989.6,140.5
27.51,3,1,2399.8,158.78
9.3,2,0,2286.7,136.66
8.44,2,0,5050.7,143.72
9.99,0,0,2372.1,133.66
4.69,0,0,5025.8,128.51
3.71,0,0,2311.7,112.43
12.52,0,0,2331.4,127.92
35.89,9,1,5752.8,214.8
20.79,3,2,5762.5,191.26
21.27,1,0,2423.2,148.48
14.99,1,0,835.2,121.59
6.69,1,0,2457.9,119.8
17.79,2,1,978.4,141.77
9.15,1,1,2444.2,148.24
70.54,5,0,1735.5,167.9
17.74,5,1,2385.1,170.79
39.1,5,0,923.1,147.3
8.03,1,0,1792.6,122.23
18.18,4,0,929.3,137.62
14.47,1,1,1790.3,140.36
2.22,1,0,2367.6,117.83
49.97,3,3,2498.3,201.68
19.74,1,0,4952.9,157.96
16.35,4,0,2373.2,146.47
5.86,2,0,5750.4,143.84
9.22,0,0,2458.6,122.13
2.98,1,0,2311.4,114.85
8.16,2,0,2403.2,137.37
12.82,5,0,5780.8,164.6
20.1,2,0,2402.2,145.1
63.36,5,3,1739.8,207.07
30.38,5,1,1863.3,177.65
6.13,1,0,4924.0,137.44
26.8,4,0,4975.4,174.24
15.06,2,2,5091.1,191.14
5.46,2,1,2386.3,143.37
14.67,3,0,4961.0,154.23
15.98,6,0,5764.8,180.69
12.69,1,0,4941.5,144.39
11.41,0,1,2421.4,136.4
16.25,3,0,1765.6,144.32
40.29,0,3,4972.0,207.42
69.14,7,0,4991.0,196.09
3.72,0,0,5762.4,133.57
8.99,2,1,1823.4,152.3
3.34,0,0,2489.4,110.15
76.33,6,1,4985.6,208.7
16.09,5,1,5048.9,186.08
15.4,2,0,2471.4,140.18
30.6,4,2,2403.7,187.89
6.46,0,0,2419.8,126.85
16.08,3,0,5016.9,156.81
11.2,0,1,2389.6,148.22
15.66,5,1,5026.2,180.32
14.08,0,0,2384.7,122.37
8.36,2,0,1804.1,127.75
7.27,4,0,2450.2,138.59
23.53,4,2,2391.0,184.05
13.12,1,1,2461.5,146.15
5.56,1,0,1793.6,120.35
6.93,1,0,2377.0,124.84
1.33,1,1,1790.3,123.91
7.12,1,0,2478.5,128.11
6.97,4,0,2397.4,138.9
7.08,3,0,2397.0,136.07
21.19,3,1,4925.5,186.4
16.21,5,2,5039.6,199.4
10.24,2,1,2441.2,153.15
8.95,2,1,4946.6,162.82
10.04,2,0,2408.9,139.94
11.95,3,0,1838.6,136.2
9.97,1,0,2373.8,129.23
3.85,0,0,4967.0,134.3
31.02,6,3,1802.5,219.03
11.83,1,1,1781.7,147.73
2.64,1,0,1816.8,109.93
10.41,1,2,5845.8,180.86
10.44,1,0,5051.8,146.09
49.29,7,1,1678.5,188.91
22.86,2,2,2378.0,177.05
33.21,2,0,5022.1,161.4
10.44,1,0,4940.9,149.33
5.86,1,0,1889.3,131.17
15.79,1,2,5783.4,184.56
12.21,0,0,2440.3,131.36
39.72,5,0,2357.0,162.68
6.46,0,0,2387.2,125.25
4.64,1,0,5015.5,132.25
13.52,2,0,1794.5,138.8
10.2,0,1,1845.3,139.85
7.47,1,0,876.2,111.73
2.45,0,0,2434.1,110.35
23.26,5,2,4961.6,205.76
10.08,4,0,2529.7,146.44
10.66,2,1,1736.0,149.77
12.0,0,0,918.6,110.73
8.29,1,0,4951.2,151.08
3.06,0,0,5030.8,136.54
8.7,0,0,5113.9,137.69
18.94,3,0,5798.8,159.99
33.1,6,3,1750.2,207.68
20.99,2,2,5718.7,193.84
61.4,3,0,2444.4,163.64
31.6,4,2,1840.8,187.98
11.7,0,1,2353.6,133.08
6.66,2,0,5063.8,146.88
7.76,0,0,888.1,112.6
4.64,0,0,5748.0,136.69
9.92,5,0,2420.8,148.98
16.62,2,0,4994.0,164.39
8.25,2,0,2425.9,143.46
33.11,9,3,2345.3,231.01
13.37,1,0,1833.9,133.75
10.38,1,0,2375.8,128.18
9.03,0,0,877.0,115.08
9.39,0,0,2318.0,126.62
15.95,6,1,920.6,155.28
6.81,1,0,868.9,114.1
3.32,2,0,5916.6,139.45
20.55,4,2,1878.1,182.99
8.84,1,0,5797.8,142.3
2.72,0,0,2321.4,113.06
8.59,1,0,800.0,109.14
9.63,0,0,2301.4,118.22
8.85,0,0,4987.1,134.98
10.76,1,1,1808.0,138.67
42.62,4,2,2429.6,192.51
16.33,1,0,935.2,124.35
16.32,3,0,4951.9,153.09
3.92,0,0,4936.7,131.66
5.4,1,0,2396.0,120.0
12.95,2,0,5007.0,156.96
75.99,1,2,2393.8,186.51
6.78,1,0,2361.4,129.76
25.56,1,2,2372.3,172.73
14.45,2,1,922.4,135.88
15.09,5,1,5832.6,183.24
17.58,3,1,1840.8,164.67
51.87,2,2,2400.2,191.14
22.7,1,1,2438.9,166.91
4.83,0,0,2363.6,110.74
94.73,4,2,2365.3,200.17
25.88,2,1,2410.1,157.33
7.22,2,0,1900.0,124.16
7.57,0,0,2368.3,132.72
11.67,5,0,4990.1,166.96
6.23,1,0,2405.4,128.34
29.62,1,1,2381.7,170.16
4.34,1,0,2364.8,117.79
7.9,1,0,4969.9,140.23
43.7,4,2,4955.3,211.6
12.82,1,2,5063.0,182.33
3.36,1,1,2349.2,128.65
56.39,9,0,5766.8,205.2
21.1,5,1,2360.4,169.97
7.41,1,1,2436.3,148.58
1.9,0,0,2414.2,109.45
47.72,4,3,5792.5,224.45
3.94,1,0,2441.1,132.3
45.82,6,0,2339.5,175.2
21.05,4,1,2376.0,169.27
20.22,5,1,2392.2,174.47
9.78,1,1,2344.5,145.83
12.89,1,1,2291.5,145.73
13.58,0,0,2447.5,132.19
5.74,1,0,1794.8,120.23
12.7,1,1,2404.3,154.95
3.55,1,0,2349.2,113.25
5.18,1,1,5829.4,147.67
8.71,2,0,2386.8,141.69
6.06,3,0,5817.1,150.1
22.3,3,2,5004.7,193.76
32.98,3,0,2493.0,156.26
19.14,1,0,1838.9,140.05
8.35,0,0,5724.6,148.52
20.71,4,2,2424.1,188.41
19.09,2,2,5095.9,186.9
7.09,1,0,927.8,116.29
3.03,0,0,2456.9,110.32
12.24,3,0,2478.8,151.98
13.92,1,1,2420.4,155.56
8.59,1,0,2470.1,130.4
21.67,1,1,4900.4,170.13
34.51,3,0,4862.6,179.99
19.44,1,1,5849.1,165.34
13.15,0,1,4969.3,153.27
18.17,1,0,4967.2,144.85
8.75,0,1,2425.9,148.99
14.31,1,0,2340.4,135.71
5.25,3,1,2424.9,150.41
13.51,2,0,5799.4,154.56
8.33,2,0,2443.0,137.64
8.23,1,0,1820.5,120.73
4.6,1,0,2436.2,133.0
6.33,1,0,1777.9,113.48
5.39,0,0,2426.1,127.34
16.05,3,0,1806.1,139.38
36.87,5,0,5858.1,177.41
18.32,3,2,1831.8,173.61
45.55,2,2,2401.4,184.45
8.91,0,0,1755.8,123.03
21.93,3,0,2439.7,150.07
8.25,1,0,5740.1,150.1
4.36,1,0,4932.4,133.03
14.43,0,1,2445.7,158.01
3.35,0,0,1777.0,116.97
7.87,2,0,1871.6,131.89
23.24,1,1,5011.9,168.6
16.63,3,0,1816.2,142.12
15.7,3,2,5754.2,193.0
7.96,1,1,4982.7,165.01
16.61,2,0,2324.2,140.67
8.18,1,0,5120.8,150.84
4.45,1,0,2305.0,121.91
30.19,5,1,4926.1,192.8
4.18,1,0,1824.2,118.89
2.39,1,1,1825.1,115.6
22.37,1,1,5816.6,171.56
37.88,3,1,5065.7,185.57
9.08,1,0,2341.6,139.52
14.44,3,1,2397.4,161.35
5.61,1,0,2334.9,124.74
22.75,1,0,4991.4,158.85
19.07,2,1,5005.6,173.84
16.1,4,0,842.7,137.75
20.81,5,0,842.6,132.14
2.31,0,1,4995.4,137.62
9.5,1,1,2444.7,144.76
3.61,0,1,2392.1,128.42
41.11,6,0,5046.1,183.36
4.77,0,0,1779.3,109.75
45.92,4,3,5824.3,227.5
3.34,0,1,4958.4,138.65
61.07,4,1,2386.3,180.01
9.48,2,0,5747.2,151.99
18.64,9,2,2421.4,212.55
17.03,2,0,876.3,130.86
27.7,5,2,1813.0,180.96
2.79,0,0,2402.3,121.33
6.82,1,0,2371.5,127.84
14.65,0,1,5044.1,163.29
20.38,1,0,4903.8,147.39
1.93,0,0,2349.8,109.13
7.39,1,0,2408.0,124.4
19.92,2,0,5825.8,160.78
8.29,0,0,5770.3,145.16
15.48,3,0,4915.6,160.71
17.14,2,1,2463.1,161.17
13.47,0,1,920.8,128.41
12.31,4,1,5884.4,194.0
3.94,2,0,1817.5,121.98
9.41,1,0,2516.5,138.87
21.29,3,2,4929.5,195.29
22.24,2,1,2411.7,160.02
7.42,0,0,1808.2,122.91
22.34,1,0,5058.1,160.09
16.08,0,2,2414.3,163.44
12.62,2,2,1826.5,166.12
6.04,1,0,2486.3,123.27
6.15,1,0,4884.6,138.19
3.38,0,1,2410.5,129.37
7.06,3,0,5855.9,159.57
5.7,4,0,2395.0,133.73
3.1,0,0,1798.9,119.3
3.25,0,0,4937.1,131.75
28.04,2,0,4948.2,153.43
9.37,4,0,4974.9,157.64
82.79,6,3,5061.5,235.94
2.71,0,0,2433.3,108.14
60.13,6,1,2432.6,196.55
12.55,1,0,1801.7,130.19
6.59,1,0,2362.0,126.25
7.78,1,0,2394.0,126.64
3.32,1,0,5006.0,133.88
19.74,4,2,5748.9,203.57
7.59,1,1,2349.7,143.99
8.54,3,0,5049.1,152.1
10.63,1,0,1775.6,123.32
12.7,1,1,1721.9,144.27
4.43,0,0,4997.7,130.85
26.02,5,2,5895.4,211.78
13.91,0,1,1800.3,132.95
4.43,0,0,2391.0,117.93
